City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
306,egilsstadir,65.2653,-14.3948,11.95,82,100,1.54,IS,1694971326
307,itapissuma,-7.7764,-34.8922,28.02,63,35,5.89,BR,1694971326
308,semey,50.4111,80.2275,15.89,63,47,2.49,KZ,1694971326
309,nova vicosa,-17.8919,-39.3719,26.77,61,25,4.89,BR,1694971298
310,usogorsk,63.4106,48.6872,9.65,94,100,2.4,RU,1694971327
311,fort bragg,35.139,-79.006,25.75,68,100,3.09,US,1694971327
312,uturoa,-16.7333,-151.4333,25.64,81,7,4.17,PF,1694971194
313,sretensk,52.2453,117.7093,8.68,97,100,1.31,RU,1694971327
314,soio,-6.1349,12.3689,24.31,82,95,2.94,AO,1694971328
315,kapuskasing,49.4169,-82.4331,10.05,93,100,4.12,CA,1694971328
316,sola,-13.8833,167.55,25.58,80,78,8.34,VU,1694971328
317,crixas,-14.5489,-49.9692,39.11,19,13,4.34,BR,1694971328
318,luau,-10.7073,22.2247,31.38,18,67,2.3,AO,1694971328
319,lakatoro,-16.0999,167.4164,23.75,84,31,4.52,VU,1694971329
320,the pas,53.8251,-101.2541,18.01,63,75,6.17,CA,1694971329
321,alvear,-29.0968,-56.5504,31.46,56,0,7.84,AR,1694971329
322,tralee,52.2704,-9.7026,15.14,94,100,3.09,IE,1694971329
323,isale,6.6979,3.1421,25.89,81,98,3.23,NG,1694971330
324,cannonvale,-20.2833,148.7,20.66,81,17,6.13,AU,1694971330
325,masuguru,-11.3667,38.4167,30.53,34,9,3.43,TZ,1694971330
326,mgandu,-5.95,34.1333,25.03,24,79,2.91,TZ,1694971331
327,rongelap,11.1635,166.8941,28.85,80,100,8.39,MH,1694971277
328,nampula,-15.1165,39.2666,25.97,53,0,6.17,MZ,1694971156
329,vilyuysk,63.7553,121.6247,0.62,98,100,5.08,RU,1694971331
330,kapadvanj,23.0167,73.0667,24.88,96,100,6.29,IN,1694971332
331,nizhnesortymskiy,62.4397,71.7603,13.83,70,64,5.57,RU,1694971332
332,posto fiscal rolim de moura,-13.0833,-62.2667,41.09,18,4,2.93,BR,1694971332
333,zhangjiakou shi xuanhua qu,40.6103,115.0447,17.97,83,29,1.02,CN,1694971332
334,hawera,-39.5917,174.2833,12.84,83,69,8.51,NZ,1694971205
335,nova sintra,14.8667,-24.7167,22.64,73,20,5.45,CV,1694971333
336,rize,40.9044,40.8949,8.85,93,91,0.75,TR,1694971333
337,ipilan,8.8431,117.9033,26.38,86,15,1.74,PH,1694971333
338,ain sefra,32.75,-0.5833,31.82,11,100,4.11,DZ,1694971334
339,tsiombe,-25.3,45.4833,21.98,84,0,2.67,MG,1694971334
340,morondava,-20.2833,44.2833,25.23,80,7,6.87,MG,1694971334
341,cold lake,54.4502,-110.2017,17.97,63,40,2.57,CA,1694971334
342,el reten,10.6114,-74.2682,34.11,46,100,1.12,CO,1694971335
343,afaahiti,-17.75,-149.2833,23.93,88,52,5.8,PF,1694971335
344,cassilandia,-19.1133,-51.7342,38.48,17,16,3.02,BR,1694971335
345,gao,16.6362,1.637,38.73,19,80,3.03,ML,1694971270
346,jianguang,28.1938,115.7836,24.95,89,10,1.91,CN,1694971335
347,malmberget,67.1753,20.6549,6.31,61,0,4.12,SE,1694971336
348,khandyga,62.6667,135.6,1.91,97,100,2.22,RU,1694971336
349,sheridan,44.8333,-106.9173,28.51,29,0,2.06,US,1694971336
350,kameoka,35.0,135.5833,26.49,80,1,0.16,JP,1694971336
351,ostersund,63.1792,14.6357,9.25,66,0,1.79,SE,1694971337
352,lyubymivka,46.8106,33.5686,20.14,44,0,4.74,UA,1694971337
353,dali,25.7,100.1833,16.88,84,66,1.69,CN,1694971337
354,mahroni,24.5862,78.7288,23.25,90,21,5.19,IN,1694971337
355,arauca,7.0847,-70.7591,29.37,74,98,1.62,CO,1694971338
356,biltine,14.5333,20.9167,34.28,20,3,1.89,TD,1694971338
357,lazaro cardenas,17.9583,-102.2,27.82,76,99,1.47,MX,1694971338
358,saint-francois,46.4154,3.9054,23.69,73,82,3.6,FR,1694971338
359,odienne,9.51,-7.5692,24.5,90,99,2.35,CI,1694971339
360,yel'nya,54.5786,33.1837,11.99,76,16,2.81,RU,1694971339
361,loreto,22.2667,-101.9667,23.77,36,50,3.55,MX,1694971339
362,xai-xai,-25.0519,33.6442,20.1,67,59,5.48,MZ,1694971340
363,berdigestyakh,62.0989,126.6992,1.2,88,100,1.83,RU,1694971340
364,mount pearl,47.5166,-52.7813,25.19,80,75,6.17,CA,1694971340
365,belem de sao francisco,-8.7539,-38.9658,34.96,24,3,8.44,BR,1694971340
366,san matias,-16.3667,-58.4,41.21,18,4,3.87,BO,1694971340
367,santiago,-33.4569,-70.6483,12.41,79,100,6.69,CL,1694971314
368,ma'rib,15.4591,45.3253,32.1,13,97,2.77,YE,1694971341
369,novyy urengoy,66.0833,76.6333,10.29,89,100,4.83,RU,1694971341
370,tobruk,32.0836,23.9764,25.33,73,86,6.61,LY,1694971341
371,illizi,26.4833,8.4667,36.89,7,0,6.91,DZ,1694971342
372,bandarbeyla,9.4942,50.8122,25.41,82,30,13.51,SO,1694971342
373,pionerskiy,54.9508,20.2275,16.91,81,9,3.84,RU,1694971342
374,sumbe,-11.2061,13.8437,22.27,87,85,2.12,AO,1694971342
375,portland,45.5234,-122.6762,19.29,66,75,2.06,US,1694971105
376,howard springs,-12.497,131.047,22.95,78,34,3.45,AU,1694971343
377,cestos city,5.46,-9.5828,26.49,82,93,4.58,LR,1694971343
378,benjamin aceval,-24.9667,-57.5667,38.11,19,0,6.94,PY,1694971343
379,mata-utu,-13.2816,-176.1745,27.26,75,100,9.33,WF,1694971343
380,mitsamiouli,-11.3847,43.2844,25.16,78,20,2.57,KM,1694971344
381,taoudenni,22.6783,-3.9836,43.26,12,15,6.09,ML,1694971344
382,djougou,9.7085,1.666,23.44,93,100,2.73,BJ,1694971344
383,nouadhibou,20.931,-17.0347,25.99,65,9,5.66,MR,1694971344
384,abadeh,31.1608,52.6506,22.92,21,1,1.37,IR,1694971345
385,brisas de zicatela,15.8369,-97.0419,31.29,51,0,1.54,MX,1694971345
386,kansipati,6.0011,121.2344,25.39,88,98,0.31,PH,1694971345
387,hajin,34.6927,40.827,33.11,17,0,4.47,SY,1694971346
388,polyarnyy,69.1989,33.4478,7.99,79,100,2.09,RU,1694971346
389,papao,-17.75,-149.55,24.82,84,11,4.68,PF,1694971346
390,monrovia,6.3005,-10.7969,26.87,80,99,4.49,LR,1694971346
391,helong,42.5397,128.9972,15.57,96,22,1.58,CN,1694971346
392,san pedro,14.35,121.0167,25.75,95,20,1.54,PH,1694971347
393,walvis bay,-22.9575,14.5053,15.53,67,6,4.12,NA,1694971347
394,la mira,18.035,-102.3266,28.89,70,93,1.75,MX,1694971347
395,isafjordur,66.0755,-23.124,10.02,62,100,5.66,IS,1694971348
396,lamar,33.6668,-95.5836,30.55,46,0,4.12,US,1694971348
397,kastamonu,41.5,33.6667,16.01,83,0,2.37,TR,1694971348
398,sao vicente,-23.9631,-46.3919,37.1,69,0,1.54,BR,1694971348
399,menzelinsk,55.7271,53.1026,14.8,58,3,1.15,RU,1694971348
400,cadale,2.7603,46.3222,25.64,81,97,6.82,SO,1694971349
401,vorkuta,67.5,64.0,4.87,75,100,4.43,RU,1694971349
402,swakopmund,-22.6833,14.5333,15.47,77,15,2.24,NA,1694971349
403,ambatofinandrahana,-20.55,46.8,17.01,56,19,2.23,MG,1694971350
404,praia,14.9215,-23.5087,28.3,69,20,5.66,CV,1694971350
405,castillos,-34.1667,-53.8333,16.02,86,52,4.92,UY,1694971350
406,kalmunai,7.4167,81.8167,26.52,79,99,7.1,LK,1694971351
407,salinopolis,-0.6136,-47.3561,29.89,65,1,6.34,BR,1694971351
408,mariehamn,60.0973,19.9348,12.68,87,0,0.51,AX,1694971351
409,turbat,26.0023,63.044,30.9,56,37,4.42,PK,1694971351
410,guarapari,-20.6667,-40.4975,26.61,74,0,8.71,BR,1694971352
411,tordesillas,41.5103,-5.0082,21.12,48,45,8.42,ES,1694971352
412,firuzabad,28.8438,52.5707,25.87,9,3,1.77,IR,1694971352
413,altay,47.8667,88.1167,9.21,64,63,1.61,CN,1694971353
414,purificacion,3.8587,-74.9313,36.88,28,70,0.75,CO,1694971353
415,koszalin,54.1944,16.1722,18.15,76,99,5.07,PL,1694971353
416,sao francisco,-15.9486,-44.8644,36.6,21,55,3.2,BR,1694971353
417,nelson bay,-32.7167,152.15,16.67,94,0,0.45,AU,1694971354
418,berezovo,63.9381,65.0419,9.98,76,100,5.36,RU,1694971354
419,abilene,32.4487,-99.7331,29.12,48,20,2.06,US,1694971354
420,sisimiut,66.9395,-53.6735,3.48,67,65,2.37,GL,1694971355
421,antofagasta,-23.65,-70.4,18.6,70,12,3.7,CL,1694971297
422,margate,51.3813,1.3862,21.61,85,94,1.34,GB,1694971355
423,sao joao da barra,-21.6403,-41.0511,29.05,80,16,8.19,BR,1694971355
424,sorong,-0.8833,131.25,25.66,86,100,5.15,ID,1694971356
425,verkhnevilyuysk,63.4453,120.3167,1.06,98,100,4.71,RU,1694971356
426,san rafael,-34.6177,-68.3301,13.92,28,5,6.24,AR,1694971356
427,george town,5.4112,100.3354,28.3,89,20,1.54,MY,1694971356
428,malango,-2.9627,119.9001,19.49,98,80,0.37,ID,1694971357
429,bankim,6.083,11.4905,20.39,96,93,0.63,CM,1694971357
430,ketchikan,55.3422,-131.6461,12.26,82,100,3.09,US,1694971357
431,bowen,-20.0167,148.2333,17.43,91,1,4.15,AU,1694971357
432,boa viagem,-5.1275,-39.7322,36.05,21,0,4.5,BR,1694971358
433,kurumkan,54.3,110.3,11.15,77,56,1.1,RU,1694971358
434,akjoujt,19.6969,-14.4164,33.84,33,96,4.55,MR,1694971358
435,hadithah,34.1397,42.3781,32.78,19,0,3.71,IQ,1694971358
436,ceres,37.5949,-120.9577,22.61,73,0,3.6,US,1694971359
437,kismayo,-0.3582,42.5454,25.13,81,86,7.16,SO,1694971359
438,tongchuanshi,35.0806,109.0897,21.18,79,100,1.63,CN,1694971359
439,bam,29.106,58.357,31.19,13,7,3.28,IR,1694971359
440,alenquer,-1.9417,-54.7383,37.67,30,9,4.44,BR,1694971359
441,nagqu,31.5,92.0,3.06,96,95,2.36,CN,1694971360
442,yulinshi,38.2906,109.7494,19.81,49,98,1.97,CN,1694971360
443,betio village,1.358,172.9211,26.02,75,100,7.5,KI,1694971360
444,quesnel,52.9999,-122.5029,10.28,81,75,1.54,CA,1694971360
445,lerwick,60.1545,-1.1494,13.0,84,67,8.95,GB,1694971323
446,kharp,66.8014,65.8081,5.22,89,100,3.28,RU,1694971361
447,dryden,49.7833,-92.7503,14.16,62,20,2.57,CA,1694971361
448,pierre,44.3683,-100.351,22.93,50,0,5.66,US,1694971361
449,san-pedro,4.7485,-6.6363,26.26,80,55,4.22,CI,1694971362
450,griffith,41.5284,-87.4237,18.94,93,100,2.57,US,1694971362
451,columbia falls,48.3725,-114.1815,22.85,62,0,1.54,US,1694971362
452,kassala,15.451,36.4,35.2,36,8,1.42,SD,1694971362
453,rio grande,-32.035,-52.0986,28.06,73,86,3.62,BR,1694971362
454,warman,52.3168,-106.5679,20.95,35,0,3.09,CA,1694971363
455,prince george,53.9166,-122.753,11.69,66,100,4.63,CA,1694971162
456,malvan,16.0667,73.4667,26.33,88,40,3.21,IN,1694971363
457,dombarovskiy,50.7587,59.5386,12.75,77,77,3.23,RU,1694971364
458,tshikapa,-6.4167,20.8,27.39,62,90,1.7,CD,1694971364
459,poronaysk,49.2167,143.1167,12.01,87,100,3.53,RU,1694971364
460,galliano,29.4422,-90.2992,32.0,45,0,3.6,US,1694971364
461,sassandra,4.95,-6.0833,26.19,80,51,3.89,CI,1694971365
462,alamosa,37.4695,-105.87,14.99,51,0,0.0,US,1694971365
463,axim,4.8699,-2.2405,25.67,83,100,3.75,GH,1694971365
464,dodoma,-6.1722,35.7395,26.5,33,64,3.83,TZ,1694971365
465,kendari,-3.945,122.4989,22.22,86,84,1.0,ID,1694971366
466,kondopoga,62.2057,34.2614,10.82,93,100,6.03,RU,1694971366
467,tyukhtet,56.5389,89.3011,10.69,84,18,0.85,RU,1694971366
468,lorengau,-2.0226,147.2712,26.77,73,95,5.14,PG,1694971366
469,nueva concepcion,14.2,-91.3,31.35,64,44,2.61,GT,1694971366
470,aioun,16.6614,-9.6149,37.03,29,80,2.27,MR,1694971367
471,tchibanga,-2.85,11.0333,25.6,69,100,2.56,GA,1694971367
472,okha,53.5739,142.9478,6.53,67,39,2.5,RU,1694971253
473,sinop,41.7711,34.8709,13.93,80,79,1.94,TR,1694971368
474,north bend,43.4065,-124.2243,17.36,100,40,0.0,US,1694971368
475,kaa-khem,51.6833,94.7333,10.01,80,74,1.01,RU,1694971368
476,kailua-kona,19.6406,-155.9956,24.72,80,20,2.06,US,1694971368
477,bechar,31.6167,-2.2167,25.18,53,75,4.63,DZ,1694971369
478,fortuna,40.5982,-124.1573,14.43,96,100,0.0,US,1694971369
479,langsa,4.4683,97.9683,24.39,97,99,1.18,ID,1694971369
480,andrews,32.3187,-102.5457,26.9,54,40,1.54,US,1694971126
481,la ronge,55.1001,-105.2842,17.14,59,20,4.63,CA,1694971369
482,alofi,-19.0595,-169.9187,22.94,83,69,6.17,NU,1694971370
483,abong mbang,3.9833,13.1833,20.5,98,100,1.15,CM,1694971370
484,bodden town,19.2833,-81.25,32.74,66,40,3.09,KY,1694971370
485,jinxiang,27.4327,120.6062,25.22,90,1,1.59,CN,1694971371
486,selkirk,50.1436,-96.8845,20.06,65,5,3.13,CA,1694971371
487,nabire,-3.3667,135.4833,24.91,88,100,1.68,ID,1694971371
488,change,47.985,0.2833,22.98,83,75,2.06,FR,1694971371
489,caleta de carquin,-11.0925,-77.6267,21.16,77,93,4.38,PE,1694971372
490,mont-laurier,46.5501,-75.4993,20.79,57,98,2.21,CA,1694971228
491,i-n-salah,27.1935,2.4607,41.33,5,13,6.0,DZ,1694971372
492,xinyuan,37.3,99.0,5.68,36,31,1.67,CN,1694971372
493,pont rouge,48.8833,-72.0825,21.16,52,51,3.76,CA,1694971373
494,kostrzyn nad odra,52.5871,14.6495,23.94,54,63,2.11,PL,1694971373
495,barcelos,41.5388,-8.6151,20.47,87,100,5.22,PT,1694971243
496,sao joao do paraiso,-15.3136,-42.0144,30.75,31,27,6.33,BR,1694971373
497,atafu village,-8.5421,-172.5159,28.2,80,17,6.64,TK,1694971374
498,warrnambool,-38.3833,142.4833,11.42,95,100,3.82,AU,1694971374
499,askoy,60.4092,5.226,14.3,77,0,1.54,NO,1694971374
500,smara,26.7384,-11.6719,33.69,24,8,4.33,EH,1694971374
501,chuzhou,32.3219,118.2978,23.23,78,39,1.46,CN,1694971305
502,rakops,-21.0167,24.3333,26.85,9,0,1.03,BW,1694971375
503,kapa'a,22.0752,-159.319,26.18,78,40,6.69,US,1694971375
504,luninyets,52.2472,26.8047,17.85,64,0,2.74,BY,1694971375
505,cidreira,-30.1811,-50.2056,23.45,65,0,3.22,BR,1694971376
506,ingeniero guillermo n. juarez,-23.9,-61.85,42.8,13,0,11.01,AR,1694971376
507,praya,14.9215,-23.5087,28.3,69,20,5.66,CV,1694971376
508,antsiranana,-12.2787,49.2917,23.82,76,26,6.03,MG,1694971286
509,chibougamau,49.9168,-74.3659,18.79,72,75,2.06,CA,1694971377
510,touros,-5.1989,-35.4608,28.97,58,19,8.82,BR,1694971297
511,bonthe,7.5264,-12.505,27.22,76,99,4.92,SL,1694971377
512,severnoye,56.3491,78.3619,14.57,70,100,1.03,RU,1694971377
513,albina,5.5,-54.05,37.05,32,74,2.25,SR,1694971378
514,saldanha,-33.0117,17.9442,12.03,70,0,5.88,ZA,1694971378
515,kencong,-8.2833,113.3667,22.74,93,59,0.47,ID,1694971378
516,kupang,-10.1667,123.5833,25.32,73,14,4.63,ID,1694971378
517,praia da vitoria,38.7333,-27.0667,23.75,68,20,6.31,PT,1694971325
518,juruti,-2.1522,-56.0922,37.67,29,13,2.74,BR,1694971379
519,zhangjiakou,40.81,114.8794,16.51,84,22,0.75,CN,1694971379
520,sao gabriel da cachoeira,-0.1303,-67.0892,29.89,74,40,2.06,BR,1694971379
521,naranjo,10.0987,-84.3782,28.56,73,62,0.93,CR,1694971380
522,acapulco de juarez,16.8634,-99.8901,28.9,70,100,1.54,MX,1694971380
523,saint-philippe,-21.3585,55.7679,22.77,80,36,5.22,RE,1694971380
524,akureyri,65.6835,-18.0878,9.96,76,75,4.63,IS,1694971380
525,nieuw amsterdam,5.8833,-55.0833,36.12,62,28,5.08,SR,1694971381
526,huanggang,23.677,116.9996,25.94,86,4,0.9,CN,1694971381
527,talcahuano,-36.7167,-73.1167,12.82,50,40,6.69,CL,1694971381
528,minab,27.1467,57.0801,31.97,58,4,0.69,IR,1694971381
529,powell river,49.8496,-124.5361,17.79,82,100,5.14,CA,1694971382
530,licheng,23.2955,113.8284,24.98,91,20,0.77,CN,1694971382
531,reggane,26.7158,0.1714,43.31,7,21,3.75,DZ,1694971382
532,darchula,29.8412,80.5287,23.0,84,100,1.54,NP,1694971382
533,port douglas,-16.4833,145.4667,21.63,83,88,6.59,AU,1694971383
534,schwerin,53.6294,11.4132,22.86,73,98,2.24,DE,1694971383
535,petilia policastro,39.1139,16.7855,24.25,70,38,0.94,IT,1694971383
536,raja,8.4596,25.678,21.76,95,99,2.03,SS,1694971273
537,lubao,14.9167,120.55,26.84,89,100,1.27,PH,1694971384
538,new norfolk,-42.7826,147.0587,8.84,88,62,2.03,AU,1694971384
539,ichchapuram,19.1167,84.7,27.98,82,100,1.33,IN,1694971384
540,laojunmiao,39.8333,97.7333,11.33,38,76,2.02,CN,1694971358
541,isangel,-19.55,169.2667,22.31,88,100,5.82,VU,1694971385
542,beidao,34.5686,105.8933,17.47,89,86,1.62,CN,1694971385
543,sarangani,5.4033,125.4636,26.65,82,76,1.8,PH,1694971385
544,grantsville,40.5999,-112.4644,27.53,29,0,2.06,US,1694971385
545,xichang,27.8964,102.2634,19.7,78,83,1.4,CN,1694971386
546,forster,-32.1667,152.5167,16.35,53,0,2.1,AU,1694971386
547,barah,13.7,30.3667,33.88,33,54,0.75,SD,1694971386
548,sitka,57.0531,-135.33,12.94,71,100,8.75,US,1694971387
549,garoowe,8.4054,48.4845,32.04,32,45,7.96,SO,1694971387
550,nurota,40.5614,65.6886,20.4,25,0,3.29,UZ,1694971387
551,mar del plata,-38.0023,-57.5575,15.61,74,0,4.63,AR,1694971311
552,tangalle,6.024,80.7911,25.59,88,97,3.33,LK,1694971179
553,grand gaube,-20.0064,57.6608,24.22,70,59,0.89,MU,1694971388
554,colac,-38.3333,143.5833,12.13,94,99,1.58,AU,1694971388
555,fort st. john,56.2499,-120.8529,14.94,41,40,6.69,CA,1694971359
556,ugoofaaru,5.6667,73.0,27.58,76,96,4.53,MV,1694971388
557,ramagundam,18.7604,79.4811,26.14,79,55,1.6,IN,1694971222
558,rehoboth,-23.3167,17.0833,23.78,11,0,1.77,NA,1694971389
559,titao,13.7667,-2.0667,36.34,31,67,1.32,BF,1694971389
560,grand falls-windsor,48.9332,-55.6649,21.95,70,29,2.68,CA,1694971368
561,cadillac,44.2519,-85.4012,18.22,59,75,3.09,US,1694971390
562,calvinia,-31.4707,19.776,13.58,42,0,2.3,ZA,1694971390
563,sawakin,19.1059,37.3321,31.89,54,2,1.98,SD,1694971390
564,odacho-oda,35.1833,132.5,23.41,89,8,1.76,JP,1694971390
565,kamikawa,43.84,142.7711,18.81,97,100,1.53,JP,1694971391
566,punta arenas,-53.15,-70.9167,5.06,52,0,7.2,CL,1694971391
567,cole harbour,44.6724,-63.4751,20.66,80,99,7.2,CA,1694971391
568,nguigmi,14.2495,13.1092,32.23,45,5,4.61,NE,1694971391
569,long beach,33.767,-118.1892,22.27,83,100,2.06,US,1694971280
570,port-cartier,50.0334,-66.8654,19.12,68,100,5.52,CA,1694971392
571,yreka,41.7354,-122.6345,25.27,36,0,0.0,US,1694971388
572,kudahuvadhoo,2.6708,72.8944,28.42,77,75,6.16,MV,1694971392
573,konarka,19.9,86.1167,28.22,83,100,1.49,IN,1694971393
574,crane,31.3974,-102.3501,26.17,48,28,2.45,US,1694971393
575,tancacha,-32.2431,-63.9807,23.26,25,2,7.3,AR,1694971393
576,sile,41.1754,29.6133,22.54,58,89,3.58,TR,1694971394
577,nemuro,43.3236,145.575,18.28,97,100,5.92,JP,1694971394
578,tirano,46.2154,10.1679,22.47,77,92,0.69,IT,1694971394
579,anchorage,61.2181,-149.9003,9.51,89,100,1.54,US,1694971152
580,guayaramerin,-10.8368,-65.3614,37.03,34,20,3.09,BO,1694971394
581,sarmiento,-45.5882,-69.07,3.41,94,100,3.32,AR,1694971395
582,chabahar,25.2919,60.643,27.47,84,22,4.02,IR,1694971395
583,moissala,8.3404,17.7663,23.58,91,66,1.72,TD,1694971395
584,makedonska kamenica,42.02,22.5919,18.6,87,65,2.36,MK,1694971395
585,kayenta,36.7278,-110.2546,21.5,32,75,2.32,US,1694971396
586,joshimath,30.5667,79.5667,20.61,79,99,1.12,IN,1694971159
587,brandon,27.9378,-82.2859,34.07,68,75,2.57,US,1694971396
588,dabhol,17.6,73.1667,24.72,91,71,2.81,IN,1694971159
589,kirakira,-10.4544,161.9205,26.01,86,100,4.45,SB,1694971397
590,tidjikja,18.5564,-11.4271,37.37,25,66,3.24,MR,1694971397
591,sebdou,34.637,-1.3314,22.61,63,99,4.59,DZ,1694971397
592,luumaki,60.9262,27.5814,11.03,75,6,4.14,FI,1694971398
593,kingisepp,59.3733,28.6134,10.89,86,85,2.26,RU,1694971398
594,malacca,2.196,102.2405,27.24,89,20,1.54,MY,1694971183
595,ceeldheer,3.8488,47.1806,25.51,77,84,9.58,SO,1694971399
596,masterton,-40.9597,175.6575,12.71,68,34,6.0,NZ,1694971250
597,beloyarskiy,63.7119,66.6722,8.89,81,100,4.02,RU,1694971399
598,khasab,26.1799,56.2477,33.71,72,44,0.64,OM,1694971399
599,acatlan de osorio,18.2,-98.05,28.27,36,7,0.55,MX,1694971400
600,vung tau,10.346,107.0843,27.07,84,24,3.93,VN,1694971400
601,umuarama,-23.7664,-53.325,34.11,28,0,6.47,BR,1694971400
602,staroshcherbinovskaya,46.6311,38.6742,19.34,42,5,4.34,RU,1694971400
603,angaur state,6.906,134.13,27.74,72,91,1.16,PW,1694971401
604,port alfred,-33.5906,26.891,12.88,76,10,0.45,ZA,1694971315
605,beira,-19.8436,34.8389,24.05,88,20,4.63,MZ,1694971401
606,ust'-kulom,61.6864,53.6902,8.92,92,93,1.94,RU,1694971401
607,crozon,48.2464,-4.4899,21.21,73,0,3.09,FR,1694971402
608,spruce grove,53.5334,-113.9187,16.06,70,0,4.12,CA,1694971377
609,gulf shores,30.246,-87.7008,32.03,62,40,3.6,US,1694971211
610,al burayqah,30.4062,19.5739,25.87,74,0,8.5,LY,1694971402
611,melekeok village,7.4957,134.6367,26.31,89,75,0.0,PW,1694971402
612,constitucion,-35.3333,-72.4167,12.8,53,1,6.16,CL,1694971403
